Name, Imax, %normal, %emergency, kW, kvar, NumCustomers, TotalCustomers, NumPhases, kVBase
Line.S_1000069-DA1,    50.7467,    16.97,    13.58,     15.895,    6.71157, 1, 1, 3, 0.12 
Line.S_1000069-DA2,    50.7467,    16.97,    13.58,     15.895,    6.71157, 1, 1, 3, 0.12 
Line.S_1000069-DA3,    50.7467,    16.97,    13.58,     15.895,    6.71157, 1, 1, 3, 0.12 
Line.S_1000069-DA4,    50.7467,    16.97,    13.58,     15.895,    6.71157, 1, 1, 3, 0.12 
Line.S_1000069-DA5,    50.7467,    16.97,    13.58,     15.895,    6.71157, 1, 1, 3, 0.12 
Line.S_1000069-DA6,    50.7467,    16.97,    13.58,     15.895,    6.71157, 1, 1, 3, 0.12 
Line.S_1000531-DA1,    9.99744,     2.50,     1.67,    2.09008,   0.897498, 1, 1, 1, 0.24 
Line.S_1000531-DA2,    9.99744,     2.50,     1.67,    2.09008,   0.897498, 1, 1, 1, 0.24 
Line.S_1000531-DA3,    9.99744,     2.50,     1.67,    2.09008,   0.897498, 1, 1, 1, 0.24 
Line.S_1000531-DA4,    9.99744,     2.50,     1.67,    2.09008,   0.897498, 1, 1, 1, 0.24 
Line.S_1000531-DA5,    9.99744,     2.50,     1.67,    2.09008,   0.897498, 1, 1, 1, 0.24 
Line.S_1000531-DA6,    9.99744,     2.50,     1.67,    2.09008,   0.897498, 1, 1, 1, 0.24 
Line.S_1000531-DA7,    9.99744,     2.50,     1.67,    2.09008,   0.897498, 1, 1, 1, 0.24 
Line.S_1000531-DA8,    9.99744,     2.50,     1.67,    2.09008,   0.897498, 1, 1, 1, 0.24 
Line.S_1000531-DA9,    9.99744,     2.50,     1.67,    2.09008,   0.897498, 1, 1, 1, 0.24 
Line.S_1000531-DA10,    9.99744,     2.50,     1.67,    2.09008,   0.897498, 1, 1, 1, 0.24 
Line.S_1000531-DA11,    9.99744,     2.50,     1.67,    2.09008,   0.897498, 1, 1, 1, 0.24 
Line.S_1000533-DA1,    9.99741,     2.50,     1.67,    2.09004,   0.897441, 1, 1, 1, 0.24 
Line.S_1000533-DA2,    9.99741,     2.50,     1.67,    2.09004,   0.897441, 1, 1, 1, 0.24 
Line.S_1000533-DA3,    9.99741,     2.50,     1.67,    2.09004,   0.897441, 1, 1, 1, 0.24 
Line.S_1000533-DA4,    9.99741,     2.50,     1.67,    2.09004,   0.897441, 1, 1, 1, 0.24 
Line.S_1000533-DA5,    9.99741,     2.50,     1.67,    2.09004,   0.897441, 1, 1, 1, 0.24 
Line.S_1000533-DA6,    9.99741,     2.50,     1.67,    2.09004,   0.897441, 1, 1, 1, 0.24 
Line.S_1000533-DA7,    9.99741,     2.50,     1.67,    2.09004,   0.897441, 1, 1, 1, 0.24 
Line.S_1000533-DA8,    9.99741,     2.50,     1.67,    2.09004,   0.897441, 1, 1, 1, 0.24 
Line.S_1000533-DA9,    9.99741,     2.50,     1.67,    2.09004,   0.897441, 1, 1, 1, 0.24 
Line.S_1000533-DA10,    9.99741,     2.50,     1.67,    2.09004,   0.897441, 1, 1, 1, 0.24 
Line.S_1000533-DA11,    9.99741,     2.50,     1.67,    2.09004,   0.897441, 1, 1, 1, 0.24 
Line.S_1000532-DA1,    13.3283,     3.33,     2.22,    2.78595,     1.1939, 1, 1, 1, 0.24 
Line.S_1000532-DA2,    13.3283,     3.33,     2.22,    2.78595,     1.1939, 1, 1, 1, 0.24 
Line.S_1000532-DA3,    13.3283,     3.33,     2.22,    2.78595,     1.1939, 1, 1, 1, 0.24 
Line.S_1000532-DA4,    13.3283,     3.33,     2.22,    2.78595,     1.1939, 1, 1, 1, 0.24 
Line.S_1000532-DA5,    13.3283,     3.33,     2.22,    2.78595,     1.1939, 1, 1, 1, 0.24 
Line.S_1000532-DA6,    13.3283,     3.33,     2.22,    2.78595,     1.1939, 1, 1, 1, 0.24 
Line.S_1000532-DA7,    13.3283,     3.33,     2.22,    2.78595,     1.1939, 1, 1, 1, 0.24 
Line.S_1000532-DA8,    13.3283,     3.33,     2.22,    2.78595,     1.1939, 1, 1, 1, 0.24 
Line.S_1000532-DA9,    13.3283,     3.33,     2.22,    2.78595,     1.1939, 1, 1, 1, 0.24 
Line.S_1000532-DA10,    13.3283,     3.33,     2.22,    2.78595,     1.1939, 1, 1, 1, 0.24 
Line.S_1000532-DA11,    13.3283,     3.33,     2.22,    2.78595,     1.1939, 1, 1, 1, 0.24 
Line.S_1000582-DA1,    10.4723,     2.62,     1.75,    2.18828,   0.937938, 1, 1, 1, 0.24 
Line.S_1000582-DA2,    10.4723,     2.62,     1.75,    2.18828,   0.937938, 1, 1, 1, 0.24 
Line.S_1000582-DA3,    10.4723,     2.62,     1.75,    2.18828,   0.937938, 1, 1, 1, 0.24 
Line.S_1000582-DA4,    10.4723,     2.62,     1.75,    2.18828,   0.937938, 1, 1, 1, 0.24 
Line.S_1000582-DA5,    10.4723,     2.62,     1.75,    2.18828,   0.937938, 1, 1, 1, 0.24 
Line.S_1000582-DA6,    10.4723,     2.62,     1.75,    2.18828,   0.937938, 1, 1, 1, 0.24 
Line.S_1000582-DA7,    10.4723,     2.62,     1.75,    2.18828,   0.937938, 1, 1, 1, 0.24 
Line.S_1000581-DA1,    9.16337,     2.29,     1.53,     1.9146,   0.820854, 1, 1, 1, 0.24 
Line.S_1000581-DA2,    9.16337,     2.29,     1.53,     1.9146,   0.820854, 1, 1, 1, 0.24 
Line.S_1000581-DA3,    9.16337,     2.29,     1.53,     1.9146,   0.820854, 1, 1, 1, 0.24 
Line.S_1000581-DA4,    9.16337,     2.29,     1.53,     1.9146,   0.820854, 1, 1, 1, 0.24 
Line.S_1000581-DA5,    9.16337,     2.29,     1.53,     1.9146,   0.820854, 1, 1, 1, 0.24 
Line.S_1000581-DA6,    9.16337,     2.29,     1.53,     1.9146,   0.820854, 1, 1, 1, 0.24 
Line.S_1000581-DA7,    9.16337,     2.29,     1.53,     1.9146,   0.820854, 1, 1, 1, 0.24 
Line.S_1000581-DA8,    9.16337,     2.29,     1.53,     1.9146,   0.820854, 1, 1, 1, 0.24 
Line.S_1000537-DA1,    8.45952,     2.11,     1.41,    1.76838,   0.759612, 1, 1, 1, 0.24 
Line.S_1000537-DA2,    8.45952,     2.11,     1.41,    1.76838,   0.759612, 1, 1, 1, 0.24 
Line.S_1000537-DA3,    8.45952,     2.11,     1.41,    1.76838,   0.759612, 1, 1, 1, 0.24 
Line.S_1000537-DA4,    8.45952,     2.11,     1.41,    1.76838,   0.759612, 1, 1, 1, 0.24 
Line.S_1000537-DA5,    8.45952,     2.11,     1.41,    1.76838,   0.759612, 1, 1, 1, 0.24 
Line.S_1000537-DA6,    8.45952,     2.11,     1.41,    1.76838,   0.759612, 1, 1, 1, 0.24 
Line.S_1000537-DA7,    8.45952,     2.11,     1.41,    1.76838,   0.759612, 1, 1, 1, 0.24 
Line.S_1000537-DA8,    8.45952,     2.11,     1.41,    1.76838,   0.759612, 1, 1, 1, 0.24 
Line.S_1000537-DA9,    8.45952,     2.11,     1.41,    1.76838,   0.759612, 1, 1, 1, 0.24 
Line.S_1000537-DA10,    8.45952,     2.11,     1.41,    1.76838,   0.759612, 1, 1, 1, 0.24 
Line.S_1000537-DA11,    8.45952,     2.11,     1.41,    1.76838,   0.759612, 1, 1, 1, 0.24 
Line.S_1000537-DA12,    8.45952,     2.11,     1.41,    1.76838,   0.759612, 1, 1, 1, 0.24 
Line.S_1000537-DA13,    8.45952,     2.11,     1.41,    1.76838,   0.759612, 1, 1, 1, 0.24 
Line.S_1000536-DA1,    13.3283,     3.33,     2.22,    2.78597,    1.19393, 1, 1, 1, 0.24 
Line.S_1000536-DA2,    13.3283,     3.33,     2.22,    2.78597,    1.19393, 1, 1, 1, 0.24 
Line.S_1000536-DA3,    13.3283,     3.33,     2.22,    2.78597,    1.19393, 1, 1, 1, 0.24 
Line.S_1000536-DA4,    13.3283,     3.33,     2.22,    2.78597,    1.19393, 1, 1, 1, 0.24 
Line.S_1000536-DA5,    13.3283,     3.33,     2.22,    2.78597,    1.19393, 1, 1, 1, 0.24 
Line.S_1000536-DA6,    13.3283,     3.33,     2.22,    2.78597,    1.19393, 1, 1, 1, 0.24 
Line.S_1000536-DA7,    13.3283,     3.33,     2.22,    2.78597,    1.19393, 1, 1, 1, 0.24 
Line.S_1000536-DA8,    13.3283,     3.33,     2.22,    2.78597,    1.19393, 1, 1, 1, 0.24 
Line.S_1000536-DA9,    13.3283,     3.33,     2.22,    2.78597,    1.19393, 1, 1, 1, 0.24 
Line.S_1000536-DA10,    13.3283,     3.33,     2.22,    2.78597,    1.19393, 1, 1, 1, 0.24 
Line.S_1000536-DA11,    13.3283,     3.33,     2.22,    2.78597,    1.19393, 1, 1, 1, 0.24 
Line.S_1000534-DC1,     3.5792,     0.89,     0.60,    0.74587,   0.317745, 1, 1, 1, 0.24 
Line.S_1000534-DC2,     3.5792,     0.89,     0.60,    0.74587,   0.317745, 1, 1, 1, 0.24 
Line.S_1000534-DC3,     3.5792,     0.89,     0.60,    0.74587,   0.317745, 1, 1, 1, 0.24 
Line.S_1000534-DC4,     3.5792,     0.89,     0.60,    0.74587,   0.317745, 1, 1, 1, 0.24 
Line.S_1000534-DC5,     3.5792,     0.89,     0.60,    0.74587,   0.317745, 1, 1, 1, 0.24 
Line.S_1000534-DC6,     3.5792,     0.89,     0.60,    0.74587,   0.317745, 1, 1, 1, 0.24 
Line.S_1000534-DC7,     3.5792,     0.89,     0.60,    0.74587,   0.317745, 1, 1, 1, 0.24 
Line.S_1000534-DC8,     3.5792,     0.89,     0.60,    0.74587,   0.317745, 1, 1, 1, 0.24 
Line.S_1000534-DC9,     3.5792,     0.89,     0.60,    0.74587,   0.317745, 1, 1, 1, 0.24 
Line.S_1000534-DC10,     3.5792,     0.89,     0.60,    0.74587,   0.317745, 1, 1, 1, 0.24 
Line.S_1000534-DC11,     3.5792,     0.89,     0.60,    0.74587,   0.317745, 1, 1, 1, 0.24 
Line.S_1000535-DC1,    14.3152,     3.58,     2.39,    2.98531,    1.26896, 1, 1, 1, 0.24 
Line.S_1000535-DC2,    14.3152,     3.58,     2.39,    2.98531,    1.26896, 1, 1, 1, 0.24 
Line.S_1000535-DC3,    14.3152,     3.58,     2.39,    2.98531,    1.26896, 1, 1, 1, 0.24 
Line.S_1000535-DC4,    14.3152,     3.58,     2.39,    2.98531,    1.26896, 1, 1, 1, 0.24 
Line.S_1000535-DC5,    14.3152,     3.58,     2.39,    2.98531,    1.26896, 1, 1, 1, 0.24 
Line.S_1000535-DC6,    14.3152,     3.58,     2.39,    2.98531,    1.26896, 1, 1, 1, 0.24 
Line.S_1000535-DC7,    14.3152,     3.58,     2.39,    2.98531,    1.26896, 1, 1, 1, 0.24 
Line.S_1000535-DC8,    14.3152,     3.58,     2.39,    2.98531,    1.26896, 1, 1, 1, 0.24 
Line.S_1000535-DC9,    14.3152,     3.58,     2.39,    2.98531,    1.26896, 1, 1, 1, 0.24 
Line.S_1000535-DC10,    14.3152,     3.58,     2.39,    2.98531,    1.26896, 1, 1, 1, 0.24 
Line.S_1000535-DC11,    14.3152,     3.58,     2.39,    2.98531,    1.26896, 1, 1, 1, 0.24 
Line.S_1000586-DC1,      19.68,     4.92,     3.28,    4.10335,     1.7391, 1, 1, 1, 0.24 
Line.S_1000586-DC2,      19.68,     4.92,     3.28,    4.10335,     1.7391, 1, 1, 1, 0.24 
Line.S_1000586-DC3,      19.68,     4.92,     3.28,    4.10335,     1.7391, 1, 1, 1, 0.24 
Line.S_1000586-DC4,      19.68,     4.92,     3.28,    4.10335,     1.7391, 1, 1, 1, 0.24 
Line.S_1000589-DC1,    15.7462,     3.94,     2.62,    3.28376,      1.395, 1, 1, 1, 0.24 
Line.S_1000589-DC2,    15.7462,     3.94,     2.62,    3.28376,      1.395, 1, 1, 1, 0.24 
Line.S_1000589-DC3,    15.7462,     3.94,     2.62,    3.28376,      1.395, 1, 1, 1, 0.24 
Line.S_1000589-DC4,    15.7462,     3.94,     2.62,    3.28376,      1.395, 1, 1, 1, 0.24 
Line.S_1000589-DC5,    15.7462,     3.94,     2.62,    3.28376,      1.395, 1, 1, 1, 0.24 
Line.S_1000589-DC6,    15.7462,     3.94,     2.62,    3.28376,      1.395, 1, 1, 1, 0.24 
Line.S_1000589-DC7,    15.7462,     3.94,     2.62,    3.28376,      1.395, 1, 1, 1, 0.24 
Line.S_1000589-DC8,    15.7462,     3.94,     2.62,    3.28376,      1.395, 1, 1, 1, 0.24 
Line.S_1000589-DC9,    15.7462,     3.94,     2.62,    3.28376,      1.395, 1, 1, 1, 0.24 
Line.S_1000589-DC10,    15.7462,     3.94,     2.62,    3.28376,      1.395, 1, 1, 1, 0.24 
Line.S_1000587-DC1,    10.7376,     2.68,     1.79,    2.23949,   0.953758, 1, 1, 1, 0.24 
Line.S_1000587-DC2,    10.7376,     2.68,     1.79,    2.23949,   0.953758, 1, 1, 1, 0.24 
Line.S_1000587-DC3,    10.7376,     2.68,     1.79,    2.23949,   0.953758, 1, 1, 1, 0.24 
Line.S_1000587-DC4,    10.7376,     2.68,     1.79,    2.23949,   0.953758, 1, 1, 1, 0.24 
Line.S_1000587-DC5,    10.7376,     2.68,     1.79,    2.23949,   0.953758, 1, 1, 1, 0.24 
Line.S_1000587-DC6,    10.7376,     2.68,     1.79,    2.23949,   0.953758, 1, 1, 1, 0.24 
Line.S_1000587-DC7,    10.7376,     2.68,     1.79,    2.23949,   0.953758, 1, 1, 1, 0.24 
Line.S_1000587-DC8,    10.7376,     2.68,     1.79,    2.23949,   0.953758, 1, 1, 1, 0.24 
Line.S_1000587-DC9,    10.7376,     2.68,     1.79,    2.23949,   0.953758, 1, 1, 1, 0.24 
Line.S_1000587-DC10,    10.7376,     2.68,     1.79,    2.23949,   0.953758, 1, 1, 1, 0.24 
Line.S_1000587-DC11,    10.7376,     2.68,     1.79,    2.23949,   0.953758, 1, 1, 1, 0.24 
Line.S_1000588-DC1,    11.8111,     2.95,     1.97,    2.46349,    1.04881, 1, 1, 1, 0.24 
Line.S_1000588-DC2,    11.8111,     2.95,     1.97,    2.46349,    1.04881, 1, 1, 1, 0.24 
Line.S_1000588-DC3,    11.8111,     2.95,     1.97,    2.46349,    1.04881, 1, 1, 1, 0.24 
Line.S_1000588-DC4,    11.8111,     2.95,     1.97,    2.46349,    1.04881, 1, 1, 1, 0.24 
Line.S_1000588-DC5,    11.8111,     2.95,     1.97,    2.46349,    1.04881, 1, 1, 1, 0.24 
Line.S_1000588-DC6,    11.8111,     2.95,     1.97,    2.46349,    1.04881, 1, 1, 1, 0.24 
Line.S_1000588-DC7,    11.8111,     2.95,     1.97,    2.46349,    1.04881, 1, 1, 1, 0.24 
Line.S_1000588-DC8,    11.8111,     2.95,     1.97,    2.46349,    1.04881, 1, 1, 1, 0.24 
Line.S_1000588-DC9,    11.8111,     2.95,     1.97,    2.46349,    1.04881, 1, 1, 1, 0.24 
Line.S_1000588-DC10,    11.8111,     2.95,     1.97,    2.46349,    1.04881, 1, 1, 1, 0.24 
Line.S_1000585-DC1,    13.1214,     3.28,     2.19,    2.73509,    1.16142, 1, 1, 1, 0.24 
Line.S_1000585-DC2,    13.1214,     3.28,     2.19,    2.73509,    1.16142, 1, 1, 1, 0.24 
Line.S_1000585-DC3,    13.1214,     3.28,     2.19,    2.73509,    1.16142, 1, 1, 1, 0.24 
Line.S_1000585-DC4,    13.1214,     3.28,     2.19,    2.73509,    1.16142, 1, 1, 1, 0.24 
Line.S_1000585-DC5,    13.1214,     3.28,     2.19,    2.73509,    1.16142, 1, 1, 1, 0.24 
Line.S_1000585-DC6,    13.1214,     3.28,     2.19,    2.73509,    1.16142, 1, 1, 1, 0.24 
Line.S_1000584-DC1,    12.1129,     3.03,     2.02,    2.52542,    1.07361, 1, 1, 1, 0.24 
Line.S_1000584-DC2,    12.1129,     3.03,     2.02,    2.52542,    1.07361, 1, 1, 1, 0.24 
Line.S_1000584-DC3,    12.1129,     3.03,     2.02,    2.52542,    1.07361, 1, 1, 1, 0.24 
Line.S_1000584-DC4,    12.1129,     3.03,     2.02,    2.52542,    1.07361, 1, 1, 1, 0.24 
Line.S_1000584-DC5,    12.1129,     3.03,     2.02,    2.52542,    1.07361, 1, 1, 1, 0.24 
Line.S_1000584-DC6,    12.1129,     3.03,     2.02,    2.52542,    1.07361, 1, 1, 1, 0.24 
Line.S_1000584-DC7,    12.1129,     3.03,     2.02,    2.52542,    1.07361, 1, 1, 1, 0.24 
Line.S_1000584-DC8,    12.1129,     3.03,     2.02,    2.52542,    1.07361, 1, 1, 1, 0.24 
Line.S_1000584-DC9,    12.1129,     3.03,     2.02,    2.52542,    1.07361, 1, 1, 1, 0.24 
Line.S_1000584-DC10,    12.1129,     3.03,     2.02,    2.52542,    1.07361, 1, 1, 1, 0.24 
Line.S_1000584-DC11,    12.1129,     3.03,     2.02,    2.52542,    1.07361, 1, 1, 1, 0.24 
Line.S_1000584-DC12,    12.1129,     3.03,     2.02,    2.52542,    1.07361, 1, 1, 1, 0.24 
Line.S_1000584-DC13,    12.1129,     3.03,     2.02,    2.52542,    1.07361, 1, 1, 1, 0.24 
Line.S_1000583-DC1,     11.811,     2.95,     1.97,    2.46335,    1.04859, 1, 1, 1, 0.24 
Line.S_1000583-DC2,     11.811,     2.95,     1.97,    2.46335,    1.04859, 1, 1, 1, 0.24 
Line.S_1000583-DC3,     11.811,     2.95,     1.97,    2.46335,    1.04859, 1, 1, 1, 0.24 
Line.S_1000583-DC4,     11.811,     2.95,     1.97,    2.46335,    1.04859, 1, 1, 1, 0.24 
Line.S_1000583-DC5,     11.811,     2.95,     1.97,    2.46335,    1.04859, 1, 1, 1, 0.24 
Line.S_1000583-DC6,     11.811,     2.95,     1.97,    2.46335,    1.04859, 1, 1, 1, 0.24 
Line.S_1000583-DC7,     11.811,     2.95,     1.97,    2.46335,    1.04859, 1, 1, 1, 0.24 
Line.S_1000583-DC8,     11.811,     2.95,     1.97,    2.46335,    1.04859, 1, 1, 1, 0.24 
Line.S_1000583-DC9,     11.811,     2.95,     1.97,    2.46335,    1.04859, 1, 1, 1, 0.24 
Line.S_1000583-DC10,     11.811,     2.95,     1.97,    2.46335,    1.04859, 1, 1, 1, 0.24 
Line.S_1000016-DB1,    9.58908,     2.40,     1.60,    2.00927,   0.869573, 1, 1, 1, 0.24 
Line.S_1000016-DB2,    9.58908,     2.40,     1.60,    2.00927,   0.869573, 1, 1, 1, 0.24 
Line.S_1000016-DB3,    9.58908,     2.40,     1.60,    2.00927,   0.869573, 1, 1, 1, 0.24 
Line.S_1000016-DB4,    9.58908,     2.40,     1.60,    2.00927,   0.869573, 1, 1, 1, 0.24 
Line.S_1000015-DA1,      14.66,     3.66,     2.44,    3.06369,    1.31128, 1, 1, 1, 0.24 
Line.S_1000015-DA2,      14.66,     3.66,     2.44,    3.06369,    1.31128, 1, 1, 1, 0.24 
Line.S_1000015-DA3,      14.66,     3.66,     2.44,    3.06369,    1.31128, 1, 1, 1, 0.24 
Line.S_1000015-DA4,      14.66,     3.66,     2.44,    3.06369,    1.31128, 1, 1, 1, 0.24 
Line.S_1000015-DA5,      14.66,     3.66,     2.44,    3.06369,    1.31128, 1, 1, 1, 0.24 
Line.S_1000764-DA1,    168.875,    56.48,    45.18,    52.9626,    21.6873, 1, 1, 3, 0.12 
Line.S_1000764-DA2,    168.875,    56.48,    45.18,    52.9626,    21.6873, 1, 1, 3, 0.12 
Line.S_1000764-DA3,    168.875,    56.48,    45.18,    52.9626,    21.6873, 1, 1, 3, 0.12 
Line.S_1000764-DA4,    168.875,    56.48,    45.18,    52.9626,    21.6873, 1, 1, 3, 0.12 
Line.S_1000764-DA5,    168.875,    56.48,    45.18,    52.9626,    21.6873, 1, 1, 3, 0.12 
Line.S_1000764-DA6,    168.875,    56.48,    45.18,    52.9626,    21.6873, 1, 1, 3, 0.12 
Line.S_1000199-DA1,    21.9829,     5.50,     3.66,    4.59112,    1.95464, 0, 0, 1, 0.24 
Line.S_1000199-DB1,    23.0044,     5.75,     3.83,    4.81912,    2.07178, 0, 0, 1, 0.24 
Line.S_1000199-DC1,    23.6108,     5.90,     3.94,    4.91982,    2.07728, 3, 3, 1, 0.24 
Line.S_1000567-DA1,    101.411,    33.92,    27.13,    31.7685,    13.2195, 1, 1, 3, 0.12 
Line.S_1000567-DA2,    101.411,    33.92,    27.13,    31.7685,    13.2195, 1, 1, 3, 0.12 
Line.S_1000567-DA3,    101.411,    33.92,    27.13,    31.7685,    13.2195, 1, 1, 3, 0.12 
Line.S_1001665-DA1,     337.15,   112.76,    90.21,    106.076,    41.8276, 1, 1, 3, 0.12 
Line.S_1001665-DA2,     337.15,   112.76,    90.21,    106.076,    41.8276, 1, 1, 3, 0.12 
Line.S_1001665-DA3,     337.15,   112.76,    90.21,    106.076,    41.8276, 1, 1, 3, 0.12 
Line.S_1001577-DA1,    672.673,   224.97,   179.98,    213.419,    78.8867, 1, 1, 3, 0.12 
Line.S_1001577-DA2,    672.673,   224.97,   179.98,    213.419,    78.8867, 1, 1, 3, 0.12 
Line.S_1001577-DA3,    672.673,   224.97,   179.98,    213.419,    78.8867, 1, 1, 3, 0.12 
Line.S_1002055-DA1,    36.6346,     9.16,     6.11,    7.66092,    3.25484, 0, 0, 1, 0.24 
Line.S_1002055-DB1,    38.3348,     9.58,     6.39,    8.03969,    3.44638, 0, 0, 1, 0.24 
Line.S_1002055-DC1,    39.3467,     9.84,     6.56,    8.20938,    3.45767, 3, 3, 1, 0.24 
Line.S_1000538-DA1,    21.9829,     5.50,     3.66,    4.59115,    1.95468, 0, 0, 1, 0.24 
Line.S_1000538-DB1,    23.0028,     5.75,     3.83,    4.81724,    2.06875, 0, 0, 1, 0.24 
Line.S_1000538-DC1,    23.6103,     5.90,     3.94,    4.91918,    2.07627, 3, 3, 1, 0.24 
Line.S_1000087-DA1,    21.9824,     5.50,     3.66,    4.59047,     1.9536, 0, 0, 1, 0.24 
Line.S_1000087-DB1,    23.0019,     5.75,     3.83,    4.81621,    2.06709, 0, 0, 1, 0.24 
Line.S_1000087-DC1,    23.6096,     5.90,     3.93,    4.91831,    2.07489, 3, 3, 1, 0.24 
Line.S_1000070-DB1,    30.6686,     7.67,     5.11,    6.42681,    2.75682, 1, 1, 1, 0.24 
Line.S_1000070-DB2,    30.6686,     7.67,     5.11,    6.42681,    2.75682, 1, 1, 1, 0.24 
Line.S_1000070-DB3,    30.6686,     7.67,     5.11,    6.42681,    2.75682, 1, 1, 1, 0.24 
Line.S_1000070-DB4,    30.6686,     7.67,     5.11,    6.42681,    2.75682, 1, 1, 1, 0.24 
Line.S_1000070-DB5,    30.6686,     7.67,     5.11,    6.42681,    2.75682, 1, 1, 1, 0.24 
Line.S_1000071-DA1,    21.9819,     5.50,     3.66,    4.58993,    1.95274, 0, 0, 1, 0.24 
Line.S_1000071-DB1,    23.0011,     5.75,     3.83,    4.81523,    2.06551, 0, 0, 1, 0.24 
Line.S_1000071-DC1,    23.6091,     5.90,     3.93,    4.91767,    2.07387, 3, 3, 1, 0.24 
Line.S_1000119-DB1,    7.66849,     1.92,     1.28,    1.60386,   0.690384, 1, 1, 1, 0.24 
Line.S_1000119-DB2,    7.66849,     1.92,     1.28,    1.60386,   0.690384, 1, 1, 1, 0.24 
Line.S_1002001-DA1,    8.45885,     2.83,     2.26,    2.64203,     1.1192, 1, 1, 3, 0.12 
Line.S_1002001-DA2,    8.45885,     2.83,     2.26,    2.64203,     1.1192, 1, 1, 3, 0.12 
Line.S_1002001-DA3,    8.45885,     2.83,     2.26,    2.64203,     1.1192, 1, 1, 3, 0.12 
Line.S_1002001-DA4,    8.45885,     2.83,     2.26,    2.64203,     1.1192, 1, 1, 3, 0.12 
Line.S_1002001-DA5,    8.45885,     2.83,     2.26,    2.64203,     1.1192, 1, 1, 3, 0.12 
Line.S_1002001-DA6,    8.45885,     2.83,     2.26,    2.64203,     1.1192, 1, 1, 3, 0.12 
Line.S_1002001-DA7,    8.45885,     2.83,     2.26,    2.64203,     1.1192, 1, 1, 3, 0.12 
Line.S_1002001-DA8,    8.45885,     2.83,     2.26,    2.64203,     1.1192, 1, 1, 3, 0.12 
Line.S_1002001-DA9,    8.45885,     2.83,     2.26,    2.64203,     1.1192, 1, 1, 3, 0.12 
Line.S_1002001-DA10,    8.45885,     2.83,     2.26,    2.64203,     1.1192, 1, 1, 3, 0.12 
Line.S_1002001-DA11,    8.45885,     2.83,     2.26,    2.64203,     1.1192, 1, 1, 3, 0.12 
Line.S_1002001-DA12,    8.45885,     2.83,     2.26,    2.64203,     1.1192, 1, 1, 3, 0.12 
Line.S_1002001-DA13,    8.45885,     2.83,     2.26,    2.64203,     1.1192, 1, 1, 3, 0.12 
Line.S_1002001-DA14,    8.45885,     2.83,     2.26,    2.64203,     1.1192, 1, 1, 3, 0.12 
Line.S_1002001-DA15,    8.45885,     2.83,     2.26,    2.64203,     1.1192, 1, 1, 3, 0.12 
Line.S_1002001-DA16,    8.45885,     2.83,     2.26,    2.64203,     1.1192, 1, 1, 3, 0.12 
Line.S_1002001-DA17,    8.45885,     2.83,     2.26,    2.64203,     1.1192, 1, 1, 3, 0.12 
Line.S_1002001-DA18,    8.45885,     2.83,     2.26,    2.64203,     1.1192, 1, 1, 3, 0.12 
Line.S_1000330-DC1,    15.7409,     3.94,     2.62,    3.27724,    1.38463, 1, 1, 1, 0.24 
Line.S_1000330-DC2,    15.7409,     3.94,     2.62,    3.27724,    1.38463, 1, 1, 1, 0.24 
Line.S_1000330-DC3,    15.7409,     3.94,     2.62,    3.27724,    1.38463, 1, 1, 1, 0.24 
Line.S_1000330-DC4,    15.7409,     3.94,     2.62,    3.27724,    1.38463, 1, 1, 1, 0.24 
Line.S_1000330-DC5,    15.7409,     3.94,     2.62,    3.27724,    1.38463, 1, 1, 1, 0.24 
Line.S_1000277-DC1,     39.339,     9.83,     6.56,    8.19965,    3.44231, 1, 1, 1, 0.24 
Line.S_1001523-DA1,    9.16056,     2.29,     1.53,    1.91126,   0.815503, 0, 0, 1, 0.24 
Line.S_1001523-DA2,    9.16056,     2.29,     1.53,    1.91126,   0.815503, 0, 0, 1, 0.24 
Line.S_1001523-DA3,    9.16056,     2.29,     1.53,    1.91126,   0.815503, 0, 0, 1, 0.24 
Line.S_1001523-DA4,    9.16056,     2.29,     1.53,    1.91126,   0.815503, 0, 0, 1, 0.24 
Line.S_1001523-DB1,     9.5854,     2.40,     1.60,    2.00504,   0.862728, 0, 0, 1, 0.24 
Line.S_1001523-DB2,     9.5854,     2.40,     1.60,    2.00504,   0.862728, 0, 0, 1, 0.24 
Line.S_1001523-DB3,     9.5854,     2.40,     1.60,    2.00504,   0.862728, 0, 0, 1, 0.24 
Line.S_1001523-DB4,     9.5854,     2.40,     1.60,    2.00504,   0.862728, 0, 0, 1, 0.24 
Line.S_1001523-DC1,    9.83841,     2.46,     1.64,    2.04727,   0.865661, 3, 3, 1, 0.24 
Line.S_1001523-DC2,    9.83841,     2.46,     1.64,    2.04727,   0.865661, 3, 3, 1, 0.24 
Line.S_1001523-DC3,    9.83841,     2.46,     1.64,    2.04727,   0.865661, 3, 3, 1, 0.24 
Line.S_1001523-DC4,    9.83841,     2.46,     1.64,    2.04727,   0.865661, 3, 3, 1, 0.24 
Line.S_1001522-DA1,    12.6879,     4.24,     3.39,    3.96376,    1.67816, 1, 1, 3, 0.12 
Line.S_1001522-DA2,    12.6879,     4.24,     3.39,    3.96376,    1.67816, 1, 1, 3, 0.12 
Line.S_1001522-DA3,    12.6879,     4.24,     3.39,    3.96376,    1.67816, 1, 1, 3, 0.12 
Line.S_1001522-DA4,    12.6879,     4.24,     3.39,    3.96376,    1.67816, 1, 1, 3, 0.12 
