Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2, I3_1, Ang3_1, I3_2, Ang3_2, I3_3, Ang3_3, I3_4, Ang3_4, Iresid3, AngResid3
Line.LN81037792-1,     22.155,    64.12,          0,     0.00,          0,     0.00,          0,     0.00,     22.155,    64.12,    22.1552,  -115.88,          0,     0.00,          0,     0.00,          0,     0.00,    22.1552,  -115.88,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5501096-1,   0.853249,  -174.24,          0,     0.00,          0,     0.00,          0,     0.00,   0.853249,  -174.24,   0.853646,     5.66,          0,     0.00,          0,     0.00,          0,     0.00,   0.853646,     5.66,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5756001-1,   0.770776,   -55.73,          0,     0.00,          0,     0.00,          0,     0.00,   0.770776,   -55.73,   0.770876,   124.24,          0,     0.00,          0,     0.00,          0,     0.00,   0.770876,   124.24,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6380821-3,    27.2822,  -176.89,          0,     0.00,          0,     0.00,          0,     0.00,    27.2822,  -176.89,    27.2828,     3.11,          0,     0.00,          0,     0.00,          0,     0.00,    27.2828,     3.11,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5957413-1,    1.43246,    67.15,          0,     0.00,          0,     0.00,          0,     0.00,    1.43246,    67.15,    1.43289,  -112.91,          0,     0.00,          0,     0.00,          0,     0.00,    1.43289,  -112.91,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6411378-1,   0.864615,    65.60,          0,     0.00,          0,     0.00,          0,     0.00,   0.864615,    65.60,   0.865291,  -114.57,          0,     0.00,          0,     0.00,          0,     0.00,   0.865291,  -114.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5653478-1,    3.65467,   179.85,          0,     0.00,          0,     0.00,          0,     0.00,    3.65467,   179.85,    3.65482,    -0.16,          0,     0.00,          0,     0.00,          0,     0.00,    3.65482,    -0.16,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5803302-1,   0.785119,   -60.03,          0,     0.00,          0,     0.00,          0,     0.00,   0.785119,   -60.03,   0.785386,   119.90,          0,     0.00,          0,     0.00,          0,     0.00,   0.785386,   119.90,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5987964-1,    2.06676,  -175.35,          0,     0.00,          0,     0.00,          0,     0.00,    2.06676,  -175.35,     2.0673,     4.60,          0,     0.00,          0,     0.00,          0,     0.00,     2.0673,     4.60,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5649275-1,    59.6596,   -59.45,    14.8712,   179.16,     30.282,    65.03,          0,     0.00,    36.8723,   -40.02,    59.6596,   120.55,    14.8712,    -0.84,     30.282,  -114.98,          0,     0.00,    36.8723,   139.98,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6259995-1,     88.815,   -25.75,    101.757,  -150.98,    86.3622,    95.32,          0,     0.00,    17.0986,  -173.42,    88.8144,   154.25,    101.756,    29.02,    86.3613,   -84.68,          0,     0.00,    17.0986,     6.58,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5528079-3,    11.0325,   -59.73,          0,     0.00,          0,     0.00,          0,     0.00,    11.0325,   -59.73,    11.0328,   120.27,          0,     0.00,          0,     0.00,          0,     0.00,    11.0328,   120.27,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5623407-1,     1.4447,  -176.79,          0,     0.00,          0,     0.00,          0,     0.00,     1.4447,  -176.79,     1.4451,     3.15,          0,     0.00,          0,     0.00,          0,     0.00,     1.4451,     3.15,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5895805-1,    18.6904,   178.18,          0,     0.00,          0,     0.00,          0,     0.00,    18.6904,   178.18,    18.6912,    -1.83,          0,     0.00,          0,     0.00,          0,     0.00,    18.6912,    -1.83,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5503478-2,    1.36644,   -55.95,          0,     0.00,          0,     0.00,          0,     0.00,    1.36644,   -55.95,    1.36647,   124.04,          0,     0.00,          0,     0.00,          0,     0.00,    1.36647,   124.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN8979358-3,    2.93104,    64.28,          0,     0.00,          0,     0.00,          0,     0.00,    2.93104,    64.28,    2.93491,  -116.00,          0,     0.00,          0,     0.00,          0,     0.00,    2.93491,  -116.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5833631-1,    2.18965,    66.66,          0,     0.00,          0,     0.00,          0,     0.00,    2.18965,    66.66,    2.19072,  -113.44,          0,     0.00,          0,     0.00,          0,     0.00,    2.19072,  -113.44,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5532733-1,    1.43946,   178.08,          0,     0.00,          0,     0.00,          0,     0.00,    1.43946,   178.08,    1.43966,    -1.95,          0,     0.00,          0,     0.00,          0,     0.00,    1.43966,    -1.95,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6321427-1,     99.812,   -29.13,    114.978,  -153.80,    94.7685,    92.55,          0,     0.00,    20.7362,  -166.96,    99.8116,   150.86,    114.978,    26.20,    94.7677,   -87.45,          0,     0.00,    20.7361,    13.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5714041-1,     2.2556,   177.96,          0,     0.00,          0,     0.00,          0,     0.00,     2.2556,   177.96,    2.25588,    -2.07,          0,     0.00,          0,     0.00,          0,     0.00,    2.25588,    -2.07,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6320334-1,    24.3308,   178.28,          0,     0.00,          0,     0.00,          0,     0.00,    24.3308,   178.28,    24.3313,    -1.73,          0,     0.00,          0,     0.00,          0,     0.00,    24.3313,    -1.73,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.A8645_48332_SW,      103.6,   -30.09,    114.979,  -153.79,    150.447,    82.61,          0,     0.00,    46.8481,    82.86,      103.6,   149.91,    114.979,    26.21,    150.447,   -97.39,          0,     0.00,    46.8481,   -97.14,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5958866-1,    103.601,   -30.09,    114.979,  -153.79,    150.447,    82.62,          0,     0.00,    46.8482,    82.86,      103.6,   149.91,    114.979,    26.21,    150.447,   -97.39,          0,     0.00,    46.8481,   -97.14,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6163390-1,    111.684,   -59.67,    75.3567,   178.18,     63.413,    64.89,          0,     0.00,    37.4503,   -77.70,    111.685,   120.32,    75.3578,    -1.82,    63.4136,  -115.11,          0,     0.00,    37.4503,   102.30,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN81048110-1,    6.84144,   -55.29,          0,     0.00,          0,     0.00,          0,     0.00,    6.84144,   -55.29,    6.84215,   124.69,          0,     0.00,          0,     0.00,          0,     0.00,    6.84215,   124.69,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6349988-1,    2.05169,   -59.72,          0,     0.00,          0,     0.00,          0,     0.00,    2.05169,   -59.72,    2.05217,   120.23,          0,     0.00,          0,     0.00,          0,     0.00,    2.05217,   120.23,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5528572-2,    3.07056,   -55.64,          0,     0.00,          0,     0.00,          0,     0.00,    3.07056,   -55.64,    3.07063,   124.35,          0,     0.00,          0,     0.00,          0,     0.00,    3.07063,   124.35,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN247162,    0.85046,  -176.61,          0,     0.00,          0,     0.00,          0,     0.00,    0.85046,  -176.61,   0.850598,     3.36,          0,     0.00,          0,     0.00,          0,     0.00,   0.850598,     3.36,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5965099-11,    5.10104,   -58.66, 0.00363516,   -74.05,    36.8122,    64.16,          0,     0.00,    34.3143,    56.98,    5.10128,   121.33,  0.0027396,   105.95,    36.8123,  -115.84,          0,     0.00,    34.3143,  -123.02,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5562928-1,    31.7712,   178.04,          0,     0.00,          0,     0.00,          0,     0.00,    31.7712,   178.04,    31.7718,    -1.96,          0,     0.00,          0,     0.00,          0,     0.00,    31.7718,    -1.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5683857-1,     2.6867,   -59.67,          0,     0.00,          0,     0.00,          0,     0.00,     2.6867,   -59.67,    2.68753,   120.26,          0,     0.00,          0,     0.00,          0,     0.00,    2.68753,   120.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6262235-1,   0.866015,    66.75,          0,     0.00,          0,     0.00,          0,     0.00,   0.866015,    66.75,   0.866706,  -113.42,          0,     0.00,          0,     0.00,          0,     0.00,   0.866706,  -113.42,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6169252-1,    111.683,   -59.67,    76.7306,   178.20,    65.5649,    64.89,          0,     0.00,    35.4227,   -77.74,    111.683,   120.33,    76.7308,    -1.80,     65.565,  -115.11,          0,     0.00,    35.4227,   102.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6392124-1,    3.29285,   -59.21,          0,     0.00,          0,     0.00,          0,     0.00,    3.29285,   -59.21,    3.29289,   120.78,          0,     0.00,          0,     0.00,          0,     0.00,    3.29289,   120.78,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5532739-1,    10.3551,   -59.25,          0,     0.00,          0,     0.00,          0,     0.00,    10.3551,   -59.25,    10.3554,   120.74,          0,     0.00,          0,     0.00,          0,     0.00,    10.3554,   120.74,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5768778-1,    7.59757,   -59.91,          0,     0.00,          0,     0.00,          0,     0.00,    7.59757,   -59.91,    7.59838,   120.07,          0,     0.00,          0,     0.00,          0,     0.00,    7.59838,   120.07,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5957494-1, 0.00773367,    52.86,    5.09874,  -173.67, 0.00820383,   168.73,          0,     0.00,    5.10124,  -173.76, 2.34371E-012,  -157.17,    5.10114,     6.25, 3.74994E-012,    75.96,          0,     0.00,    5.10114,     6.25,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5472351-1,    10.7317,   -55.28,          0,     0.00,          0,     0.00,          0,     0.00,    10.7317,   -55.28,     10.732,   124.72,          0,     0.00,          0,     0.00,          0,     0.00,     10.732,   124.72,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6108140-3,    1.29783,   -59.63,          0,     0.00,          0,     0.00,          0,     0.00,    1.29783,   -59.63,    1.29802,   120.34,          0,     0.00,          0,     0.00,          0,     0.00,    1.29802,   120.34,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6201698-3,    1.37513,   178.75,          0,     0.00,          0,     0.00,          0,     0.00,    1.37513,   178.75,    1.37533,    -1.29,          0,     0.00,          0,     0.00,          0,     0.00,    1.37533,    -1.29,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6350570-1,    1.43282,   178.20,          0,     0.00,          0,     0.00,          0,     0.00,    1.43282,   178.20,    1.43341,    -1.89,          0,     0.00,          0,     0.00,          0,     0.00,    1.43341,    -1.89,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6290241-1,    4.49766,   -59.77,          0,     0.00,          0,     0.00,          0,     0.00,    4.49766,   -59.77,      4.498,   120.22,          0,     0.00,          0,     0.00,          0,     0.00,      4.498,   120.22,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5562920-1,    1.43654,   178.17,          0,     0.00,          0,     0.00,          0,     0.00,    1.43654,   178.17,    1.43717,    -1.93,          0,     0.00,          0,     0.00,          0,     0.00,    1.43717,    -1.93,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6108137-1,    28.2599,    65.56,          0,     0.00,          0,     0.00,          0,     0.00,    28.2599,    65.56,    28.2603,  -114.44,          0,     0.00,          0,     0.00,          0,     0.00,    28.2603,  -114.44,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5621885-1,   0.783859,   -60.02,          0,     0.00,          0,     0.00,          0,     0.00,   0.783859,   -60.02,    0.78403,   119.94,          0,     0.00,          0,     0.00,          0,     0.00,    0.78403,   119.94,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5926298-1,    2.03752,   -58.92,          0,     0.00,          0,     0.00,          0,     0.00,    2.03752,   -58.92,    2.03784,   121.04,          0,     0.00,          0,     0.00,          0,     0.00,    2.03784,   121.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5686245-2,     2.7304,   -53.65,          0,     0.00,          0,     0.00,          0,     0.00,     2.7304,   -53.65,    2.73044,   126.35,          0,     0.00,          0,     0.00,          0,     0.00,    2.73044,   126.35,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6991377-16,    17.3346,   -59.39,          0,     0.00,          0,     0.00,          0,     0.00,    17.3346,   -59.39,    17.3346,   120.61,          0,     0.00,          0,     0.00,          0,     0.00,    17.3346,   120.61,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN8968081-1,    4.25297,  -176.31,          0,     0.00,          0,     0.00,          0,     0.00,    4.25297,  -176.31,    4.25302,     3.69,          0,     0.00,          0,     0.00,          0,     0.00,    4.25302,     3.69,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5957496-1,     0.8555,    68.02,          0,     0.00,          0,     0.00,          0,     0.00,     0.8555,    68.02,   0.855749,  -112.05,          0,     0.00,          0,     0.00,          0,     0.00,   0.855749,  -112.05,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6229829-3,    6.37518,   -58.70,    49.7097,   178.12,    39.1394,    64.16,          0,     0.00,    42.9658,   133.02,     6.3753,   121.30,    49.7099,    -1.88,    39.1395,  -115.84,          0,     0.00,    42.9658,   -46.98,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN8979344-1,    6.58088,    64.29,          0,     0.00,          0,     0.00,          0,     0.00,    6.58088,    64.29,      6.581,  -115.72,          0,     0.00,          0,     0.00,          0,     0.00,      6.581,  -115.72,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5774488-1,    1.46319,    64.86,          0,     0.00,          0,     0.00,          0,     0.00,    1.46319,    64.86,    1.46343,  -115.18,          0,     0.00,          0,     0.00,          0,     0.00,    1.46343,  -115.18,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5744340-1,    13.7932,   -55.63,          0,     0.00,          0,     0.00,          0,     0.00,    13.7932,   -55.63,    13.7935,   124.36,          0,     0.00,          0,     0.00,          0,     0.00,    13.7935,   124.36,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5593253-1,     36.269,   -55.58,    47.4133,  -176.77,    19.1707,    65.18,          0,     0.00,    24.1595,  -141.05,    36.2691,   124.42,    47.4135,     3.23,    19.1708,  -114.82,          0,     0.00,    24.1595,    38.95,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN8979251-2,    2.72726,   -55.28,     2.9094,  -176.28,    2.88202,    66.91,          0,     0.00,   0.311583,   134.80,    2.72835,   124.64,    2.91052,     3.63,    2.88321,  -113.18,          0,     0.00,   0.311465,   -45.28,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6199511-1,    1.45155,    64.44,          0,     0.00,          0,     0.00,          0,     0.00,    1.45155,    64.44,    1.45213,  -115.65,          0,     0.00,          0,     0.00,          0,     0.00,    1.45213,  -115.65,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6379450-2,  0.0024042,    44.99,          0,     0.00,          0,     0.00,          0,     0.00,  0.0024042,    44.99, 0.00211057,  -135.01,          0,     0.00,          0,     0.00,          0,     0.00, 0.00211057,  -135.01,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5562923-1,     5.4467,    66.53,          0,     0.00,          0,     0.00,          0,     0.00,     5.4467,    66.53,    5.44683,  -113.48,          0,     0.00,          0,     0.00,          0,     0.00,    5.44683,  -113.48,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5776833-1,    5.98157,    68.81,          0,     0.00,          0,     0.00,          0,     0.00,    5.98157,    68.81,    5.98161,  -111.19,          0,     0.00,          0,     0.00,          0,     0.00,    5.98161,  -111.19,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6290201-1, 0.00294542,   169.47,          0,     0.00,          0,     0.00,          0,     0.00, 0.00294542,   169.47, 1.81899E-012,     0.00,          0,     0.00,          0,     0.00,          0,     0.00, 1.81899E-012,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5644817-1,    3.65914,  -176.98,          0,     0.00,          0,     0.00,          0,     0.00,    3.65914,  -176.98,     3.6592,     3.02,          0,     0.00,          0,     0.00,          0,     0.00,     3.6592,     3.02,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6259989-1,    8.65844,   -58.96,    68.7301,   178.26, 0.00187498,   165.53,          0,     0.00,    64.4566,  -175.26,    8.65895,   121.03,    68.7307,    -1.74, 3.63798E-012,     0.00,          0,     0.00,    64.4565,     4.74,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5502534-1, 0.00467895,    45.28,          0,     0.00,          0,     0.00,          0,     0.00, 0.00467895,    45.28, 0.00387637,  -134.72,          0,     0.00,          0,     0.00,          0,     0.00, 0.00387637,  -134.72,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5807070-1,    391.454,   -50.06,    368.257,  -171.65,    238.437,    78.69,          0,     0.00,    136.951,  -118.95,    391.454,   129.94,    368.257,     8.35,    238.437,  -101.31,          0,     0.00,    136.951,    61.05,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6030576-1,    2.15327,    67.27,          0,     0.00,          0,     0.00,          0,     0.00,    2.15327,    67.27,     2.1555,  -112.96,          0,     0.00,          0,     0.00,          0,     0.00,     2.1555,  -112.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6290202-1,    1.91983,   -59.27,          0,     0.00,          0,     0.00,          0,     0.00,    1.91983,   -59.27,    1.92009,   120.70,          0,     0.00,          0,     0.00,          0,     0.00,    1.92009,   120.70,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5532788-3,   0.873827,    64.88,          0,     0.00,          0,     0.00,          0,     0.00,   0.873827,    64.88,   0.874034,  -115.17,          0,     0.00,          0,     0.00,          0,     0.00,   0.874034,  -115.17,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5588016-4,     15.681,   178.03,          0,     0.00,          0,     0.00,          0,     0.00,     15.681,   178.03,    15.6813,    -1.97,          0,     0.00,          0,     0.00,          0,     0.00,    15.6813,    -1.97,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6411379-1,    1.44532,    65.50,          0,     0.00,          0,     0.00,          0,     0.00,    1.44532,    65.50,    1.44569,  -114.56,          0,     0.00,          0,     0.00,          0,     0.00,    1.44569,  -114.56,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5651977-2,    2.74676,   -58.64,          0,     0.00,          0,     0.00,          0,     0.00,    2.74676,   -58.64,    2.74702,   121.34,          0,     0.00,          0,     0.00,          0,     0.00,    2.74702,   121.34,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6140775-3,    1.71399,    64.90,          0,     0.00,          0,     0.00,          0,     0.00,    1.71399,    64.90,    1.71528,  -115.26,          0,     0.00,          0,     0.00,          0,     0.00,    1.71528,  -115.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6108150-2,    28.0241,   -59.46,    11.4108,   179.10,    25.3625,    64.99,          0,     0.00,     13.586,    -4.11,    28.0241,   120.54,    11.4109,    -0.90,    25.3626,  -115.01,          0,     0.00,     13.586,   175.89,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6138640-1,    2.05588,   -55.70,          0,     0.00,          0,     0.00,          0,     0.00,    2.05588,   -55.70,    2.05618,   124.27,          0,     0.00,          0,     0.00,          0,     0.00,    2.05618,   124.27,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6167731-2,    299.294,   -49.02,    299.757,  -170.91,    210.652,    80.20,          0,     0.00,      91.67,  -134.18,    299.296,   130.98,    299.759,     9.09,    210.651,   -99.80,          0,     0.00,      91.67,    45.82,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5895815-1,    25.8489,   178.19,          0,     0.00,          0,     0.00,          0,     0.00,    25.8489,   178.19,    25.8493,    -1.82,          0,     0.00,          0,     0.00,          0,     0.00,    25.8493,    -1.82,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6108144-1,    59.6599,   -59.45,    14.8714,   179.15,    28.5501,    65.04,          0,     0.00,     37.353,   -42.59,    59.6604,   120.54,     14.872,    -0.85,    28.5505,  -114.97,          0,     0.00,     37.353,   137.41,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6380818-1,    3.88844,   -59.38,  0.0175293,   -73.59,    9.69916,    65.00,          0,     0.00,    8.15307,    41.74,     3.8888,   120.60,  0.0162192,   106.41,    9.69938,  -115.00,          0,     0.00,    8.15309,  -138.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6290228-2,    277.624,   -48.34,    241.002,  -168.66,    194.854,    81.38,          0,     0.00,    66.1497,  -109.96,    277.624,   131.66,    241.002,    11.34,    194.854,   -98.62,          0,     0.00,    66.1497,    70.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6351518-1,    1.65622,  -171.06,          0,     0.00,          0,     0.00,          0,     0.00,    1.65622,  -171.06,    1.65693,     8.85,          0,     0.00,          0,     0.00,          0,     0.00,    1.65693,     8.85,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5956468-1,    2.30171,    65.53,          0,     0.00,          0,     0.00,          0,     0.00,    2.30171,    65.53,    2.30189,  -114.48,          0,     0.00,          0,     0.00,          0,     0.00,    2.30189,  -114.48,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5679261-2,   0.767483,   -59.74,          0,     0.00,          0,     0.00,          0,     0.00,   0.767483,   -59.74,   0.767514,   120.26,          0,     0.00,          0,     0.00,          0,     0.00,   0.767514,   120.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6201696-3,    2.15479,    64.71,          0,     0.00,          0,     0.00,          0,     0.00,    2.15479,    64.71,    2.15497,  -115.30,          0,     0.00,          0,     0.00,          0,     0.00,    2.15497,  -115.30,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6411374-1,    3.37027,   -59.83,          0,     0.00,          0,     0.00,          0,     0.00,    3.37027,   -59.83,    3.37065,   120.15,          0,     0.00,          0,     0.00,          0,     0.00,    3.37065,   120.15,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5472363-1, 0.00387637,    45.28,          0,     0.00,          0,     0.00,          0,     0.00, 0.00387637,    45.28, 0.00227488,  -134.72,          0,     0.00,          0,     0.00,          0,     0.00, 0.00227488,  -134.72,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5624289-1,     1.4369,  -175.76,          0,     0.00,          0,     0.00,          0,     0.00,     1.4369,  -175.76,    1.43724,     4.19,          0,     0.00,          0,     0.00,          0,     0.00,    1.43724,     4.19,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5576174-2,    357.543,   -49.58,    326.584,  -171.07,    226.341,    79.32,          0,     0.00,    111.707,  -115.92,    357.543,   130.42,    326.584,     8.93,    226.341,  -100.68,          0,     0.00,    111.707,    64.08,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6900591-22,   0.761025,   -59.57,          0,     0.00,          0,     0.00,          0,     0.00,   0.761025,   -59.57,   0.761336,   120.34,          0,     0.00,          0,     0.00,          0,     0.00,   0.761336,   120.34,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6351511-1,    103.601,   -30.08,    114.979,  -153.79,    151.832,    82.47,          0,     0.00,    48.2325,    82.39,    103.601,   149.91,    114.979,    26.21,    151.832,   -97.53,          0,     0.00,    48.2324,   -97.61,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN81354564-10,    11.5659,    64.87,          0,     0.00,          0,     0.00,          0,     0.00,    11.5659,    64.87,    11.5662,  -115.14,          0,     0.00,          0,     0.00,          0,     0.00,    11.5662,  -115.14,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5511594-2,    1.26727,   -59.23,          0,     0.00,          0,     0.00,          0,     0.00,    1.26727,   -59.23,    1.26771,   120.69,          0,     0.00,          0,     0.00,          0,     0.00,    1.26771,   120.69,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5472370-1,     40.885,   -55.58,    51.2403,  -176.75,    19.1687,    65.21,          0,     0.00,    27.7493,  -136.14,    40.8856,   124.42,    51.2409,     3.25,    19.1691,  -114.80,          0,     0.00,    27.7493,    43.86,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6496337-2,   0.845364,   178.06,          0,     0.00,          0,     0.00,          0,     0.00,   0.845364,   178.06,   0.846086,    -2.13,          0,     0.00,          0,     0.00,          0,     0.00,   0.846086,    -2.13,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
