"Hour", kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
5564, 33280.0534287616, 10584.1306928163, 65024.884668948, 68047.3103834803, 127.776504321729, 368.453961234905, 212.789353561205
5565, 32262.2724648384, 10222.8294303436, 65024.884668948, 68047.3103834803, 122.135627932339, 357.675729750044, 212.789353561205
5566, 31187.9323208427, 9844.17907631822, 65024.884668948, 68047.3103834803, 117.446360685125, 348.114422652694, 212.789353561205
5567, 28756.2944255959, 9014.22111762319, 65024.884668948, 68047.3103834803, 112.069243379168, 333.8916138775, 212.789353561205
5568, 25933.0694573952, 8054.34990880127, 65024.884668948, 68047.3103834803, 106.881009573931, 319.664910562731, 212.789353561205
5569, 24230.9039252329, 7489.60479493465, 65024.884668948, 68047.3103834803, 108.672610451067, 317.812398190021, 212.789353561205
5570, 23111.4878704432, 7081.64044561038, 65024.884668948, 68047.3103834803, 99.5437334241112, 303.548550795226, 212.789353561205
5571, 21801.9360062626, 6629.70949912977, 65024.884668948, 68047.3103834803, 97.7390945721594, 298.4273114619, 212.789353561205
5572, 21549.6196547701, 6544.09505753609, 65024.884668948, 68047.3103834803, 97.35504774137, 297.409880979265, 212.789353561205
5573, 21582.151842108, 6563.66289427163, 65024.884668948, 68047.3103834803, 97.6327832873377, 297.850958188073, 212.789353561205
5574, 21979.5778336315, 6738.43663965571, 65024.884668948, 68047.3103834803, 106.796150146485, 310.4175778526, 212.789353561205
5575, 23756.7858992422, 7346.33018420726, 65024.884668948, 68047.3103834803, 108.834110951575, 316.923781957872, 212.789353561205
5576, 24402.8250098842, 7587.08623827042, 65024.884668948, 68047.3103834803, 116.378836057732, 328.12932321132, 212.789353561205
5577, 23706.2358818922, 7372.11940773593, 65024.884668948, 68047.3103834803, 122.917111685221, 334.806800110327, 212.789353561205
5578, 23617.9484969786, 7382.95726329539, 65024.884668948, 68047.3103834803, 133.773924277344, 348.570332360658, 212.789353561205
5579, 24153.342680453, 7570.80962236684, 65024.884668948, 68047.3103834803, 135.280877088372, 351.829703704354, 212.789353561205
5580, 24009.7433240297, 7541.6901899803, 65024.884668948, 68047.3103834803, 141.193959248151, 359.106883213658, 212.789353561205
5581, 24121.9293944222, 7607.97955503904, 65024.884668948, 68047.3103834803, 149.449339008623, 370.080961956427, 212.789353561205
5582, 23924.0222634389, 7528.7678782314, 65024.884668948, 68047.3103834803, 149.869996142398, 369.872861010981, 212.789353561205
5583, 23996.8841872868, 7554.52064332632, 65024.884668948, 68047.3103834803, 149.750102094253, 369.898784762553, 212.789353561205
5584, 23964.2281325245, 7549.03742085846, 65024.884668948, 68047.3103834803, 150.470032929303, 370.818193506488, 212.789353561205
5585, 23806.2840929909, 7458.7343608723, 65024.884668948, 68047.3103834803, 138.948355578766, 355.60510606552, 212.789353561205
5586, 23624.629179984, 7377.48350572738, 65024.884668948, 68047.3103834803, 134.653394232109, 349.552446297836, 212.789353561205
5587, 26384.990066327, 8297.26481895675, 65024.884668948, 68047.3103834803, 132.854070365856, 353.985627217491, 212.789353561205
5588, 27814.838241161, 8793.56743880747, 65024.884668948, 68047.3103834803, 138.278110958529, 364.974207144923, 212.789353561205
5589, 27773.9293678068, 8755.0196795992, 65024.884668948, 68047.3103834803, 133.604272774436, 358.693101518524, 212.789353561205
5590, 27024.7013591289, 8489.35317772461, 65024.884668948, 68047.3103834803, 130.833173997951, 353.027085615698, 212.789353561205
5591, 25619.0729159428, 7989.17370659512, 65024.884668948, 68047.3103834803, 119.098086649855, 334.429841430598, 212.789353561205
5592, 24168.6458961808, 7497.32670486788, 65024.884668948, 68047.3103834803, 118.761510514024, 330.426119839109, 212.789353561205
5593, 22762.2692004409, 7007.99748509956, 65024.884668948, 68047.3103834803, 110.087552727668, 316.252724630042, 212.789353561205
5594, 21935.3609268703, 6715.30078797324, 65024.884668948, 68047.3103834803, 106.83616425413, 310.323943139386, 212.789353561205
5595, 21484.8915257669, 6561.96909768439, 65024.884668948, 68047.3103834803, 104.909451631798, 306.987800389515, 212.789353561205
5596, 21618.1790479933, 6615.42403672085, 65024.884668948, 68047.3103834803, 107.943385780428, 311.095195177282, 212.789353561205
5597, 22280.4901843196, 6846.36307665158, 65024.884668948, 68047.3103834803, 108.536698861778, 313.316407436095, 212.789353561205
5598, 23781.6296403804, 7372.43447938997, 65024.884668948, 68047.3103834803, 115.810201268807, 325.934082663186, 212.789353561205
5599, 26131.6804803939, 8176.46160626067, 65024.884668948, 68047.3103834803, 118.643565201746, 335.439177913488, 212.789353561205
5600, 27514.2121509377, 8654.86039010011, 65024.884668948, 68047.3103834803, 124.186484403105, 346.21791091231, 212.789353561205
5601, 27315.0185638878, 8599.06396535059, 65024.884668948, 68047.3103834803, 126.234625659952, 348.384107135109, 212.789353561205
5602, 27659.2105296228, 8724.70592242222, 65024.884668948, 68047.3103834803, 129.306942240656, 353.29259465867, 212.789353561205
5603, 27867.4775724797, 8827.56783652176, 65024.884668948, 68047.3103834803, 138.397552959515, 365.683886728066, 212.789353561205
5604, 28042.5372684796, 8894.06055703786, 65024.884668948, 68047.3103834803, 141.55766284524, 370.186728824932, 212.789353561205
5605, 27639.400522241, 8764.5555814303, 65024.884668948, 68047.3103834803, 145.732021251271, 374.43289613794, 212.789353561205
5606, 27718.1248265201, 8809.88283822249, 65024.884668948, 68047.3103834803, 152.116473425423, 382.806583583133, 212.789353561205
5607, 27293.1749091919, 8661.25204543381, 65024.884668948, 68047.3103834803, 150.52000862628, 379.529677942101, 212.789353561205
5608, 27012.6216252974, 8544.63175995007, 65024.884668948, 68047.3103834803, 146.181266669668, 373.01337675061, 212.789353561205
5609, 27160.4271320215, 8610.60065887582, 65024.884668948, 68047.3103834803, 148.693609850349, 376.791362120253, 212.789353561205
5610, 27909.9526251446, 8831.56997522632, 65024.884668948, 68047.3103834803, 143.004315154885, 371.31469576066, 212.789353561205
5611, 31574.1262636167, 10040.7698181695, 65024.884668948, 68047.3103834803, 137.183411460876, 374.918770589545, 212.789353561205
5612, 33037.6046224837, 10569.0232798349, 65024.884668948, 68047.3103834803, 150.078047348986, 396.594352775043, 212.789353561205
5613, 33517.6671594231, 10684.6559568767, 65024.884668948, 68047.3103834803, 137.573446700968, 381.796059332513, 212.789353561205
5614, 32993.2937221813, 10514.3521566474, 65024.884668948, 68047.3103834803, 136.401111364212, 378.671588455376, 212.789353561205
5615, 31420.4851659794, 9980.50058132803, 65024.884668948, 68047.3103834803, 133.017747632151, 369.123366784911, 212.789353561205
5616, 29091.173183263, 9187.51038581715, 65024.884668948, 68047.3103834803, 127.322040955037, 354.659533028782, 212.789353561205
5617, 27534.8450152507, 8640.72408096334, 65024.884668948, 68047.3103834803, 118.508642011334, 338.935372130161, 212.789353561205
5618, 26522.1870063472, 8291.51230603372, 65024.884668948, 68047.3103834803, 115.93161376832, 332.933107414129, 212.789353561205
5619, 25517.6873469921, 7958.46775667222, 65024.884668948, 68047.3103834803, 115.586810910845, 329.915843466783, 212.789353561205
5620, 25131.3858523706, 7798.99168386043, 65024.884668948, 68047.3103834803, 109.404522813548, 320.948825676914, 212.789353561205
5621, 25762.2259654944, 8034.13029527854, 65024.884668948, 68047.3103834803, 113.016595765794, 327.205523739524, 212.789353561205
5622, 26630.0238593881, 8342.81961735284, 65024.884668948, 68047.3103834803, 118.163388160158, 336.085660572312, 212.789353561205
5623, 28757.801139833, 9061.87873918089, 65024.884668948, 68047.3103834803, 118.253126690869, 342.134554928944, 212.789353561205
5624, 28968.3708826762, 9117.26343575075, 65024.884668948, 68047.3103834803, 116.078492777144, 339.808842710737, 212.789353561205
5625, 28888.8018655781, 9096.95975126401, 65024.884668948, 68047.3103834803, 118.553981378813, 342.778012553792, 212.789353561205
5626, 28482.2381125854, 8985.11880619825, 65024.884668948, 68047.3103834803, 124.131740441052, 348.877529848826, 212.789353561205
5627, 28310.3069091782, 8931.62351394134, 65024.884668948, 68047.3103834803, 126.106169226352, 350.905772813501, 212.789353561205
5628, 27510.0664916736, 8655.24947094576, 65024.884668948, 68047.3103834803, 125.673221715564, 348.075370257847, 212.789353561205
5629, 26711.1894673401, 8388.22887122194, 65024.884668948, 68047.3103834803, 124.827035308474, 344.826396940181, 212.789353561205
5630, 26204.2776927499, 8221.44344106006, 65024.884668948, 68047.3103834803, 126.95123445142, 346.147413281957, 212.789353561205
5631, 25480.2710797889, 7965.04602687684, 65024.884668948, 68047.3103834803, 122.654552281201, 338.828497420566, 212.789353561205
5632, 25228.460380192, 7888.74908362882, 65024.884668948, 68047.3103834803, 125.36082401371, 341.595835706258, 212.789353561205
5633, 24866.5344002126, 7747.74601185078, 65024.884668948, 68047.3103834803, 120.459649472843, 334.372069720584, 212.789353561205
5634, 25279.2224939795, 7898.18149859015, 65024.884668948, 68047.3103834803, 122.416442756308, 337.941771625378, 212.789353561205
5635, 28152.5895172969, 8864.47187902319, 65024.884668948, 68047.3103834803, 125.996859422408, 350.1229854231, 212.789353561205
5636, 29884.1836789245, 9479.35959135951, 65024.884668948, 68047.3103834803, 136.564656246079, 368.872455593633, 212.789353561205
5637, 29440.7460630246, 9292.30368359468, 65024.884668948, 68047.3103834803, 127.053137963779, 355.145955565207, 212.789353561205
5638, 28918.5926603307, 9113.76115746817, 65024.884668948, 68047.3103834803, 124.525767635598, 350.42777410845, 212.789353561205
5639, 28357.0844985737, 8906.08476206646, 65024.884668948, 68047.3103834803, 119.779113360839, 342.68031227943, 212.789353561205
5640, 26789.357387812, 8377.50550125679, 65024.884668948, 68047.3103834803, 116.860349862483, 334.717597976184, 212.789353561205
5641, 25505.5383750961, 7932.35209986388, 65024.884668948, 68047.3103834803, 112.757217548731, 326.056273201326, 212.789353561205
5642, 23867.242549904, 7344.45152253019, 65024.884668948, 68047.3103834803, 103.106687306581, 309.754707065136, 212.789353561205
5643, 23518.8786182255, 7234.73069350433, 65024.884668948, 68047.3103834803, 104.404606820532, 310.651332956463, 212.789353561205
5644, 23350.6756100693, 7189.24245242935, 65024.884668948, 68047.3103834803, 105.820799659795, 312.148019226737, 212.789353561205
5645, 23101.1450409487, 7111.58312588668, 65024.884668948, 68047.3103834803, 106.334355210069, 312.269492170661, 212.789353561205
5646, 23482.329044223, 7239.64394554628, 65024.884668948, 68047.3103834803, 106.729988764429, 313.611791715325, 212.789353561205
5647, 23911.1869285844, 7385.68881987944, 65024.884668948, 68047.3103834803, 105.315594124194, 312.826803385684, 212.789353561205
5648, 23549.8399799943, 7256.92161480466, 65024.884668948, 68047.3103834803, 105.982385088587, 312.773740414992, 212.789353561205
5649, 24649.6212538042, 7647.13564569059, 65024.884668948, 68047.3103834803, 109.660156527014, 320.10903909515, 212.789353561205
5650, 25944.8091648815, 8090.35181229262, 65024.884668948, 68047.3103834803, 112.930098761886, 327.518099049762, 212.789353561205
5651, 26599.8929559879, 8317.89733265935, 65024.884668948, 68047.3103834803, 114.898182130644, 331.747607194252, 212.789353561205
5652, 27036.1023213323, 8459.33249419446, 65024.884668948, 68047.3103834803, 116.388078288717, 334.760355741049, 212.789353561205
5653, 27796.6654890578, 8740.80139276154, 65024.884668948, 68047.3103834803, 123.704995479452, 346.310983425635, 212.789353561205
5654, 27604.9217888649, 8686.7977991301, 65024.884668948, 68047.3103834803, 126.310263780346, 349.127503668673, 212.789353561205
5655, 27429.1816109823, 8620.99390089169, 65024.884668948, 68047.3103834803, 125.969185978762, 348.119440563172, 212.789353561205
5656, 27924.8871606562, 8777.84466395859, 65024.884668948, 68047.3103834803, 122.640123183804, 345.231836812688, 212.789353561205
5657, 28024.0816711533, 8841.09881542239, 65024.884668948, 68047.3103834803, 131.452090999645, 356.890808963919, 212.789353561205
5658, 28337.7015731293, 8933.74100987908, 65024.884668948, 68047.3103834803, 128.070131712025, 353.400825434231, 212.789353561205
5659, 30332.8545952258, 9620.01685161692, 65024.884668948, 68047.3103834803, 132.64183044449, 365.242489442822, 212.789353561205
5660, 31776.0134240516, 10131.8017950196, 65024.884668948, 68047.3103834803, 144.204057754111, 384.679788511729, 212.789353561205
5661, 31525.8789346452, 10044.9816265653, 65024.884668948, 68047.3103834803, 142.517487261167, 381.810791197964, 212.789353561205
5662, 31105.4037383851, 9889.37058051392, 65024.884668948, 68047.3103834803, 137.182754323312, 373.450131958417, 212.789353561205
5663, 30302.5463357853, 9584.56568407048, 65024.884668948, 68047.3103834803, 126.026667831907, 356.534614216772, 212.789353561205
5664, 28714.2260161411, 9044.06930887429, 65024.884668948, 68047.3103834803, 120.420043644784, 344.739330164339, 212.789353561205
5665, 27667.8927741508, 8693.6084858929, 65024.884668948, 68047.3103834803, 120.953814589947, 342.447045565072, 212.789353561205
5666, 26802.3874113418, 8395.83551360828, 65024.884668948, 68047.3103834803, 117.600349466973, 335.817532169589, 212.789353561205
5667, 25669.4618338162, 7991.96185297165, 65024.884668948, 68047.3103834803, 110.316269913452, 323.513703163367, 212.789353561205
5668, 25737.8266542511, 8032.90023551257, 65024.884668948, 68047.3103834803, 114.134635678808, 328.56655321177, 212.789353561205
5669, 25575.567102742, 7983.21616992117, 65024.884668948, 68047.3103834803, 115.249632774713, 329.686190042797, 212.789353561205
5670, 26003.3331369035, 8147.35827730732, 65024.884668948, 68047.3103834803, 121.277504075464, 338.496206271688, 212.789353561205
5671, 26505.0847610522, 8315.0406821124, 65024.884668948, 68047.3103834803, 121.346227853084, 339.906996981395, 212.789353561205
5672, 26501.7632205529, 8333.80291034352, 65024.884668948, 68047.3103834803, 126.897971386931, 347.108926920293, 212.789353561205
5673, 27806.0097326642, 8795.56635134211, 65024.884668948, 68047.3103834803, 136.421050532642, 362.878683315722, 212.789353561205
5674, 29107.6265319767, 9250.74192844636, 65024.884668948, 68047.3103834803, 144.28956539573, 376.714879307154, 212.789353561205
5675, 29000.8897579286, 9220.91085658437, 65024.884668948, 68047.3103834803, 146.993304995422, 379.86216739144, 212.789353561205
5676, 28592.2659618894, 9104.77018839947, 65024.884668948, 68047.3103834803, 155.428214831607, 389.482300884408, 212.789353561205
5677, 28211.5360709304, 8967.35334342986, 65024.884668948, 68047.3103834803, 153.347582561515, 385.627192214087, 212.789353561205
5678, 27618.6487629273, 8756.12179063114, 65024.884668948, 68047.3103834803, 147.184290534011, 376.081036844944, 212.789353561205
5679, 27440.7472441131, 8694.48603765322, 65024.884668948, 68047.3103834803, 146.568922232389, 374.742727407238, 212.789353561205
5680, 27212.5439076807, 8633.16469291868, 65024.884668948, 68047.3103834803, 151.916978935638, 381.058360402932, 212.789353561205
5681, 26239.2007818979, 8229.57270344644, 65024.884668948, 68047.3103834803, 129.734777292645, 349.649996091797, 212.789353561205
5682, 26884.792642672, 8450.80159926661, 65024.884668948, 68047.3103834803, 128.995236222514, 350.503859453499, 212.789353561205
5683, 30641.1754007693, 9712.39716315239, 65024.884668948, 68047.3103834803, 132.707279137562, 366.111335831312, 212.789353561205
5684, 31843.9088191864, 10106.6813177423, 65024.884668948, 68047.3103834803, 129.492319627631, 365.732237158864, 212.789353561205
5685, 32138.6930574813, 10215.4969091911, 65024.884668948, 68047.3103834803, 131.724167370336, 369.692054239535, 212.789353561205
5686, 31802.8627137066, 10074.4615722303, 65024.884668948, 68047.3103834803, 124.315086020833, 359.016099006732, 212.789353561205
5687, 30198.615850016, 9509.65981904212, 65024.884668948, 68047.3103834803, 114.864730563391, 341.808810506343, 212.789353561205
5688, 28711.9948676975, 9002.39469610973, 65024.884668948, 68047.3103834803, 111.658373168299, 333.303799571234, 212.789353561205
5689, 27415.8518567761, 8596.29660447195, 65024.884668948, 68047.3103834803, 117.63442852891, 337.463998961444, 212.789353561205
5690, 26019.7584296465, 8087.92325420872, 65024.884668948, 68047.3103834803, 106.503482756019, 319.449092643368, 212.789353561205
5691, 25005.0572419107, 7728.006586842, 65024.884668948, 68047.3103834803, 101.986066813315, 311.075622380769, 212.789353561205
5692, 25220.5652004443, 7828.70702484184, 65024.884668948, 68047.3103834803, 107.451692002621, 318.688381013206, 212.789353561205
5693, 25485.2625940248, 7929.92779954719, 65024.884668948, 68047.3103834803, 109.788885569415, 322.389032873802, 212.789353561205
5694, 26526.5591490256, 8304.33141924707, 65024.884668948, 68047.3103834803, 115.544126570647, 332.454962715749, 212.789353561205
5695, 28798.4599349477, 9074.99245879084, 65024.884668948, 68047.3103834803, 119.789865635932, 344.192555629559, 212.789353561205
5696, 29664.6070895947, 9365.66148944813, 65024.884668948, 68047.3103834803, 119.89699461769, 346.881660238991, 212.789353561205
5697, 29094.5125491932, 9187.38540310489, 65024.884668948, 68047.3103834803, 124.491147739413, 351.156495431519, 212.789353561205
5698, 29023.907895409, 9174.49032899891, 65024.884668948, 68047.3103834803, 127.153536492373, 354.334476521849, 212.789353561205
5699, 29100.2243750285, 9207.34775668373, 65024.884668948, 68047.3103834803, 132.420648938706, 361.233385226587, 212.789353561205
5700, 28426.4682369467, 8997.72536520524, 65024.884668948, 68047.3103834803, 134.222561760443, 361.826469794328, 212.789353561205
5701, 27908.8067317723, 8815.70311440953, 65024.884668948, 68047.3103834803, 133.512023463178, 359.309399163055, 212.789353561205
5702, 27269.5581331499, 8599.61270879121, 65024.884668948, 68047.3103834803, 133.416482256453, 357.35035684694, 212.789353561205
5703, 26729.4838606468, 8417.96815163891, 65024.884668948, 68047.3103834803, 133.194526290296, 355.579927150052, 212.789353561205
5704, 26318.0231039017, 8286.54920390992, 65024.884668948, 68047.3103834803, 134.248184508987, 355.921449851013, 212.789353561205
5705, 26257.3526741755, 8263.16472551258, 65024.884668948, 68047.3103834803, 135.412532424183, 357.113470836371, 212.789353561205
5706, 26746.8554873695, 8404.20473783075, 65024.884668948, 68047.3103834803, 128.765637356222, 349.864977647735, 212.789353561205
5707, 29822.0347141595, 9446.18464206247, 65024.884668948, 68047.3103834803, 133.778631718519, 365.025295651847, 212.789353561205
5708, 32104.1434525646, 10205.7810766926, 65024.884668948, 68047.3103834803, 134.953726055732, 373.678572878241, 212.789353561205
5709, 31900.6602650833, 10117.1910967539, 65024.884668948, 68047.3103834803, 127.922334410889, 363.911035957586, 212.789353561205
5710, 31172.0020824245, 9866.06857686397, 65024.884668948, 68047.3103834803, 126.608983098214, 359.880688096001, 212.789353561205
5711, 29574.8370214317, 9313.70580634863, 65024.884668948, 68047.3103834803, 118.633861039855, 344.812078105977, 212.789353561205
5712, 27622.2924836982, 8636.98204188807, 65024.884668948, 68047.3103834803, 111.129300116502, 329.563679622926, 212.789353561205
5713, 25840.9519894278, 8013.40324382403, 65024.884668948, 68047.3103834803, 105.157427745657, 317.177418921097, 212.789353561205
5714, 24774.8201941364, 7661.54349222807, 65024.884668948, 68047.3103834803, 105.376455429089, 314.865805987077, 212.789353561205
5715, 23853.2107133933, 7329.72393362925, 65024.884668948, 68047.3103834803, 100.821447051645, 306.841696706528, 212.789353561205
5716, 23624.9547734128, 7260.20399829078, 65024.884668948, 68047.3103834803, 100.78297033773, 306.331049925146, 212.789353561205
5717, 24005.1711690886, 7392.43278233801, 65024.884668948, 68047.3103834803, 100.640089970932, 307.016668243265, 212.789353561205
5718, 25021.4530214121, 7762.2396693774, 65024.884668948, 68047.3103834803, 108.462046125842, 319.451557642903, 212.789353561205
5719, 27180.6276578217, 8503.09655388472, 65024.884668948, 68047.3103834803, 111.83829100933, 329.297664330078, 212.789353561205
5720, 27884.8027135413, 8751.72220085205, 65024.884668948, 68047.3103834803, 115.536273754899, 336.064255059699, 212.789353561205
5721, 27187.289947616, 8565.98792753022, 65024.884668948, 68047.3103834803, 129.69247040759, 352.462936869178, 212.789353561205
5722, 27333.0360257871, 8647.44050102198, 65024.884668948, 68047.3103834803, 138.762216911592, 364.608362977049, 212.789353561205
5723, 27306.0102061894, 8653.80754263359, 65024.884668948, 68047.3103834803, 144.436568001859, 371.763657049814, 212.789353561205
5724, 27148.4398961976, 8633.63835850651, 65024.884668948, 68047.3103834803, 156.06578437563, 386.385516222591, 212.789353561205
5725, 27045.9169609388, 8587.9622377204, 65024.884668948, 68047.3103834803, 152.882382324119, 381.940539389773, 212.789353561205
5726, 26526.2409918743, 8400.65199051958, 65024.884668948, 68047.3103834803, 148.582238993061, 375.005195700024, 212.789353561205
5727, 26839.0530300151, 8528.60681411163, 65024.884668948, 68047.3103834803, 156.584115272932, 386.039714292934, 212.789353561205
5728, 26242.2895815498, 8315.09953299632, 65024.884668948, 68047.3103834803, 152.821815955155, 379.618976014348, 212.789353561205
5729, 26254.0600604171, 8302.5932707516, 65024.884668948, 68047.3103834803, 149.893576081247, 375.701812412617, 212.789353561205
5730, 26765.297115367, 8462.50460740103, 65024.884668948, 68047.3103834803, 146.451160682006, 372.61822368643, 212.789353561205
5731, 28949.8253500735, 9170.07640805869, 65024.884668948, 68047.3103834803, 139.41643867728, 369.582750659477, 212.789353561205
5732, 31202.0540913527, 9939.99597275949, 65024.884668948, 68047.3103834803, 147.509506173368, 386.918212775469, 212.789353561205
5733, 30993.3049577157, 9843.03972870095, 65024.884668948, 68047.3103834803, 136.351368595491, 371.945239129999, 212.789353561205
5734, 30056.2180386349, 9501.48154984041, 65024.884668948, 68047.3103834803, 128.373226709013, 358.703565237844, 212.789353561205
5735, 28595.7944738978, 8999.53776136253, 65024.884668948, 68047.3103834803, 124.756676761546, 349.731495110052, 212.789353561205
5736, 25995.2666692954, 8113.24790625466, 65024.884668948, 68047.3103834803, 118.485491515597, 334.618527223251, 212.789353561205
5737, 24424.8416981467, 7564.75857973981, 65024.884668948, 68047.3103834803, 112.522014370887, 323.142904682286, 212.789353561205
5738, 23253.2313082806, 7144.05186562349, 65024.884668948, 68047.3103834803, 105.347526708416, 311.249143768602, 212.789353561205
5739, 22508.5360212736, 6903.06177978379, 65024.884668948, 68047.3103834803, 106.289753041204, 310.856068638215, 212.789353561205
5740, 22043.2436982209, 6726.51927107226, 65024.884668948, 68047.3103834803, 101.099759208716, 303.212584474167, 212.789353561205
5741, 22276.7478891971, 6819.65510841928, 65024.884668948, 68047.3103834803, 103.803073293456, 307.174898324008, 212.789353561205
5742, 22991.0961903134, 7084.94947789807, 65024.884668948, 68047.3103834803, 109.554904417848, 316.092246666538, 212.789353561205
5743, 24701.567115269, 7677.58944663229, 65024.884668948, 68047.3103834803, 113.454331650538, 325.060742864747, 212.789353561205
5744, 25830.6426277467, 8069.94201325574, 65024.884668948, 68047.3103834803, 119.193882425807, 335.22947500665, 212.789353561205
5745, 25864.1051178933, 8121.44362923717, 65024.884668948, 68047.3103834803, 130.754806644808, 350.166126617602, 212.789353561205
5746, 26144.3816237556, 8262.70915003561, 65024.884668948, 68047.3103834803, 143.276317694095, 367.186541499611, 212.789353561205
5747, 26849.4101229594, 8487.7949423157, 65024.884668948, 68047.3103834803, 141.552014473468, 366.715572651994, 212.789353561205
5748, 26308.6053645664, 8310.05933458812, 65024.884668948, 68047.3103834803, 141.733976885863, 365.600853071846, 212.789353561205
5749, 26282.5291444704, 8308.41042500977, 65024.884668948, 68047.3103834803, 146.838454022016, 371.909645965244, 212.789353561205
5750, 26015.3954866286, 8224.27242138307, 65024.884668948, 68047.3103834803, 148.987427601103, 373.94147823184, 212.789353561205
5751, 25507.219572356, 8049.34359337207, 65024.884668948, 68047.3103834803, 147.21103515631, 370.388007550492, 212.789353561205
5752, 25633.5348234537, 8116.94290739543, 65024.884668948, 68047.3103834803, 154.168674746408, 379.74768027123, 212.789353561205
5753, 25642.3385279252, 8096.24180494578, 65024.884668948, 68047.3103834803, 150.420090926494, 374.671418035948, 212.789353561205
5754, 26030.5755041395, 8215.15577395675, 65024.884668948, 68047.3103834803, 144.515536075226, 368.189680440855, 212.789353561205
5755, 28221.5974694561, 8936.3655789878, 65024.884668948, 68047.3103834803, 141.42752731894, 370.119201375247, 212.789353561205
5756, 29747.0269568445, 9462.47484500183, 65024.884668948, 68047.3103834803, 150.235031575018, 385.869829609481, 212.789353561205
5757, 29077.1310233627, 9228.23849386627, 65024.884668948, 68047.3103834803, 146.532244408443, 379.178650690329, 212.789353561205
5758, 28333.2726747106, 8950.12326265101, 65024.884668948, 68047.3103834803, 136.947322870148, 364.56536803544, 212.789353561205
5759, 26680.2485070748, 8358.29476313107, 65024.884668948, 68047.3103834803, 123.54889899402, 342.852480199221, 212.789353561205
5760, 24618.3162233846, 7663.65112091381, 65024.884668948, 68047.3103834803, 122.540071060985, 336.3996669957, 212.789353561205
5761, 22928.0166027922, 7058.40315581728, 65024.884668948, 68047.3103834803, 111.148765437528, 317.901970251106, 212.789353561205
5762, 22007.1265188527, 6753.28645165471, 65024.884668948, 68047.3103834803, 110.747824111468, 315.47881397877, 212.789353561205
5763, 21243.2950654822, 6488.67815659849, 65024.884668948, 68047.3103834803, 108.328003936977, 310.766910704763, 212.789353561205
5764, 20747.2854332087, 6314.43962160131, 65024.884668948, 68047.3103834803, 105.970709489967, 306.782487824577, 212.789353561205
5765, 20882.6749047242, 6363.08211326554, 65024.884668948, 68047.3103834803, 106.583508118131, 307.801638255223, 212.789353561205
5766, 21645.0115285522, 6656.90932038829, 65024.884668948, 68047.3103834803, 115.73774026202, 321.033825543535, 212.789353561205
5767, 23394.6875312296, 7234.63844046271, 65024.884668948, 68047.3103834803, 113.47482054996, 321.913776558686, 212.789353561205
5768, 23704.2051630777, 7355.56637414212, 65024.884668948, 68047.3103834803, 119.667233805298, 330.535623244167, 212.789353561205
5769, 23614.9010953306, 7370.32109847476, 65024.884668948, 68047.3103834803, 130.497507484131, 344.335428118693, 212.789353561205
5770, 24315.8156574, 7624.0619497437, 65024.884668948, 68047.3103834803, 134.967027409235, 351.763383608971, 212.789353561205
5771, 24753.0235740411, 7804.46324541414, 65024.884668948, 68047.3103834803, 146.137313762819, 367.215409645285, 212.789353561205
5772, 24523.9940281137, 7722.06046244877, 65024.884668948, 68047.3103834803, 145.681038710693, 366.033190114377, 212.789353561205
5773, 24928.966331433, 7881.61661348773, 65024.884668948, 68047.3103834803, 153.77785273263, 377.41982411245, 212.789353561205
5774, 24725.5782978251, 7824.3589301003, 65024.884668948, 68047.3103834803, 158.182447046831, 382.600613355808, 212.789353561205
5775, 24479.8756867922, 7743.41958362555, 65024.884668948, 68047.3103834803, 159.225651744279, 383.292071227018, 212.789353561205
5776, 24491.1426998306, 7735.23084486688, 65024.884668948, 68047.3103834803, 155.084870846689, 377.98348745198, 212.789353561205
5777, 24467.4910788508, 7715.07890231974, 65024.884668948, 68047.3103834803, 152.122252439817, 374.037962406454, 212.789353561205
5778, 25178.0036880894, 7953.67339669763, 65024.884668948, 68047.3103834803, 152.550223568677, 376.307770207873, 212.789353561205
5779, 26978.9188037963, 8529.43334738643, 65024.884668948, 68047.3103834803, 144.298200626944, 370.312719651801, 212.789353561205
5780, 28611.7573240935, 9085.04839533956, 65024.884668948, 68047.3103834803, 150.890914222896, 383.323269085135, 212.789353561205
5781, 28102.5358363498, 8888.71256880619, 65024.884668948, 68047.3103834803, 142.64210836885, 371.204616969655, 212.789353561205
5782, 26958.5436451294, 8478.02150886804, 65024.884668948, 68047.3103834803, 130.839477605825, 352.957803311567, 212.789353561205
5783, 25537.6978736949, 7993.81474790212, 65024.884668948, 68047.3103834803, 128.180203067796, 345.888154756905, 212.789353561205
5784, 23853.2979282014, 7423.4810627655, 65024.884668948, 68047.3103834803, 127.422859628846, 340.771343500198, 212.789353561205
5785, 22086.1689939251, 6803.80525109192, 65024.884668948, 68047.3103834803, 116.383325292587, 322.774827244908, 212.789353561205
5786, 21072.2796108813, 6431.10522553877, 65024.884668948, 68047.3103834803, 109.041870758261, 311.308093452543, 212.789353561205
5787, 20437.9129462539, 6204.69033482589, 65024.884668948, 68047.3103834803, 105.48219092018, 305.511998148234, 212.789353561205
5788, 19774.8703495274, 5978.57981460586, 65024.884668948, 68047.3103834803, 104.521672520682, 303.037395831121, 212.789353561205
